V_NN 	 EE1 	 EE2 	 EE3 	 EE4 
0	0.0     1.7800205753815135e-12  4.697706293915617       4.697706294019307
0.4	0.0     1.8142709556911996e-11  4.578064139244624       4.57806413929011
0.8	0.0     5.451195050909519e-13   4.391426889160627       4.391426889163032
1.2	0.0     8.215650382226158e-14   4.090322088335508       4.090322088336858
1.6	0.0     0.0008997144403246615   3.455902855382592       3.4572426266727434
2	0.0     2.2800211624032505      2.443889811229122       4.060092905104757
3	0.0     1.4739986357484307      3.138157598335568       3.6086303241654245
4	0.0	1.3387045186185667	2.587274001924058	3.614283969109147
